VehListdays,VehMileage,Dealer_Listing_Price,VehYear,ListingID,VehEngine,SellerListSrc,SellerState,VehFuel,VehColorExt,VehColorInt,VehTransmission,VehPriceLabel,VehDriveTrain,Vehicle_Trim,VehMake,VehModel,RatingCategory,SellerCategory,SellerIsPriv,SourceCategory,VehCertified
12.89902778,1662.0,41995.0,2017,1270188,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,White,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
136.9846065,26146.0,35987.0,2016,1270424,3.0L V6,HomeNet Automotive,IL,Diesel,Black,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
34.96997685,26684.0,27000.0,2017,1270472,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Silver,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
97.86003472,5359.0,43151.0,2017,1273633,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MD,Gasoline,Other,unknown,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
68.88465278,22976.0,39988.0,2017,1275470,3.6L V6,Cadillac Certified Program,FL,Gasoline,Red,unknown,8-Speed Automatic,Fair Price,FWD,unknown,Cadillac,XT5,Low Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
62.98795139,41138.0,30340.0,2016,1275915,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
7.576655093,14729.0,32898.0,2018,1281882,3.6L V6,Inventory Command Center,TN,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
15.73371528,23417.0,26500.0,2015,1283293,3.6L V6 24V MPFI DOHC,Jeep Certified Program,VA,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
34.97697917,7926.0,23907.0,2015,1283311,3.6L V6,Digital Motorworks (DMi),NY,E85 Flex Fuel,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
44.92305556,17737.0,39397.0,2018,1283441,unknown,Cadillac Certified Program,IN,Gasoline,Black,black,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Low Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
272.4262616,18204.0,36990.0,2018,1284766,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Black,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
106.521713,49496.0,26980.0,2015,1284959,unknown,Inventory Command Center,PA,Diesel,Other,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,False,High-Frequency Sources,False
23.71609954,8971.0,37700.0,2018,1286506,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CA,Gasoline,Silver,unknown,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
8.164861111,33421.0,32798.0,2015,1288232,5.7L V8,Inventory Command Center,MN,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
54.69311343,16402.0,40000.0,2018,1288382,3.6L V6,Inventory Command Center,WA,Gasoline,Black,other,Automatic 8-Speed,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
22.54105324,20377.0,35995.0,2016,1290266,3.6L V6,HomeNet Automotive,IL,Gasoline,Black,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
4.909386574,15.0,34500.0,2018,1290741,3.6L V6,Inventory Command Center,IL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
29.55457176,17424.0,29990.0,2017,1291397,3.6L V6,HomeNet Automotive,MN,Gasoline,Other,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
39.48956019,30717.0,32850.0,2018,1292831,3.6L V6 24V MPFI DOHC,Jeep Certified Program,IL,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
5.905393519,19586.0,33998.0,2017,1293585,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MA,Gasoline,White,unknown,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
24.91618056,6139.0,32993.0,2018,1294761,unknown,Cadillac Certified Program,TX,Gasoline,Black,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
6.484155093,34007.0,25873.0,2015,1298784,3.6L V6 24V MPFI DOHC,Jeep Certified Program,VA,Gasoline,White,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,Medium-Frequency Sources,True
57.48982639,9205.0,32998.0,2018,1299047,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),PA,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
5.092847222,23105.0,34990.0,2018,1301305,3.6L V6,HomeNet Automotive,FL,Gasoline,Silver,beige,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
24.92951389,15363.0,33500.0,2017,1303201,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,Other,other,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
5.948877315,21708.0,31441.0,2018,1303323,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MO,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
77.31236111,17536.0,35280.0,2018,1303604,3.6L V6,HomeNet Automotive,MD,Gasoline,Other,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
101.9817477,17226.0,29427.0,2015,1305536,unknown,Jeep Certified Program,WI,Gasoline,White,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
22.97721065,19175.0,32900.0,2017,1307660,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
5.484097222,20202.0,32000.0,2017,1308906,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
3.733472222,12740.0,34600.0,2018,1311053,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Other,other,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
144.9277431,21383.0,31500.0,2018,1312044,3.6L V6,Inventory Command Center,IL,Gasoline,Blue,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
77.48359954,25510.0,32947.0,2017,1313355,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),PA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
82.48952546,11310.0,36380.0,2017,1315062,3.6L V6,HomeNet Automotive,NJ,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
76.39638889,33455.0,22500.0,2016,1315693,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Black,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
13.10517361,23284.0,30965.0,2018,1316666,3.6L V6,Inventory Command Center,IA,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
51.92511574,48992.0,25986.0,2015,1316925,3.6L V6,HomeNet Automotive,IL,Gasoline,Silver,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
55.92607639,23017.0,31995.0,2017,1320379,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),WI,Gasoline,White,unknown,8-Speed Automatic,Great Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
22.72769676,37662.0,22999.0,2018,1320806,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
18.91142361,34849.0,36990.0,2018,1320841,3.6L V6,Cadillac Certified Program,NC,Gasoline,White,unknown,8-Speed Automatic,Good Deal,FWD,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
24.9028588,3674.0,45990.0,2019,1322240,3.6L V6,HomeNet Automotive,GA,Gasoline,White,other,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
3.847997685,11510.0,36998.0,2018,1322468,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NC,Gasoline,Blue,black,8-Speed Automatic,Fair Price,4WD,Trailhawk,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
56.48976852,7022.0,46310.0,2018,1322840,5.7L V8,Digital Motorworks (DMi),IL,Gasoline,Black,other,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
3.496666667,49040.0,26743.0,2016,1325055,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IA,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,False,High-Frequency Sources,False
75.44018519,27083.0,39000.0,2017,1327179,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MN,Gasoline,White,black,8-Speed Automatic,Great Deal,AWD,Platinum,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6.605289352,29980.0,27451.0,2016,1328010,3.6L V6,Inventory Command Center,PA,Gasoline,Blue,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
130.0662731,29552.0,27998.0,2015,1328413,3.6L V6,Inventory Command Center,IL,Gasoline,Black,black,Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
59.80403935,31111.0,26000.0,2015,1328579,3.6L V6,HomeNet Automotive,OH,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
71.49391204,43254.0,25890.0,2017,1330184,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Blue,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
49.50034722,30901.0,31290.0,2016,1337444,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MD,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
121.4779977,14883.0,35088.0,2018,1338509,3.6L V6,HomeNet Automotive,IA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
173.372662,34082.0,33782.0,2017,1340796,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
11.92108796,14835.0,41499.0,2018,1340806,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
181.7447338,13479.0,37800.0,2018,1341901,3.6L V6,HomeNet Automotive,IN,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
56.16166667,15665.0,47901.0,2018,1341979,3.6L V6,HomeNet Automotive,MA,Gasoline,Other,other,8-Speed Automatic,Good Deal,AWD,Platinum,Cadillac,XT5,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
1.970046296,46036.0,25100.0,2017,1342581,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
286.7336343,32830.0,25490.0,2015,1343240,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
33.68134259,31942.0,29981.0,2017,1344189,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),AZ,Gasoline,Silver,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
82.49126157,11310.0,36380.0,2017,1346069,3.6L V6,HomeNet Automotive,MD,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
55.46975694,40028.0,26977.0,2018,1346301,V6,Inventory Command Center,GA,Gasoline,Black,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
47.72482639,10360.0,35850.0,2017,1348250,3.6L V6,Inventory Command Center,CO,Gasoline,Black,beige,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
74.72430556,33237.0,23793.0,2015,1348714,3.6L V6,Inventory Command Center,PA,Gasoline,Black,black,Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
44.92366898,18719.0,36995.0,2018,1348893,unknown,Cadillac Certified Program,TX,Gasoline,Red,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
17.60428241,43391.0,24892.0,2015,1349018,3.6L V6,Inventory Command Center,PA,Gasoline,Black,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
32.96987269,22092.0,36995.0,2018,1349859,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,White,unknown,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
173.9613889,21665.0,36999.0,2016,1351520,unknown,Jeep Certified Program,IA,Gasoline,Other,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
19.46568287,7495.0,35777.0,2018,1354048,3.6L V6 24V MPFI DOHC,Jeep Certified Program,VA,Gasoline,Other,unknown,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,Medium-Frequency Sources,True
55.24125,27994.0,29747.0,2017,1357611,3.6L V6,Inventory Command Center,OK,Gasoline,Red,other,Automatic,Great Deal,FWD,Luxury,Cadillac,XT5,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
68.77644676,17985.0,35899.0,2018,1358897,3.6L,Inventory Command Center,FL,Gasoline,Silver,black,Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
133.2577315,18804.0,39900.0,2018,1359568,3.6L V6,Inventory Command Center,IL,Gasoline,White,other,Automatic,Fair Price,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
1.294652778,42732.0,25997.0,2015,1362798,3.6L V6,Inventory Command Center,MD,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
17.93423611,16528.0,31495.0,2018,1363955,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
37.71799769,13676.0,33991.0,2017,1364676,3.6L V6,HomeNet Automotive,FL,Gasoline,Other,beige,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
14.47459491,38643.0,26999.0,2016,1366991,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
97.93608796,44749.0,29990.0,2017,1368751,3.6L V6,Inventory Command Center,WI,Gasoline,White,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
131.4946065,20910.0,35250.0,2018,1372762,V6,Inventory Command Center,WV,Gasoline,Red,other,8-Speed Automatic,Fair Price,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
146.6284838,24000.0,24000.0,2016,1373031,V6,Sell It Yourself,NY,Gasoline,White,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,True,Other Sources,False
124.4888194,36835.0,22500.0,2015,1373157,3.6L V6,Digital Motorworks (DMi),PA,E85 Flex Fuel,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
107.9777546,25709.0,26111.0,2017,1374706,unknown,Jeep Certified Program,PA,Gasoline,Black,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6.968506944,48028.0,24900.0,2017,1374924,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
172.4920833,13347.0,33350.0,2018,1375171,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
206.4080671,8084.0,34943.0,2017,1375330,V6,Inventory Command Center,IL,Gasoline,White,beige,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Good Rating,Rare Sellers,False,High-Frequency Sources,False
174.4649074,9343.0,34981.0,2018,1377285,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),PA,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6.841585648,46995.0,24998.0,2015,1377663,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),TN,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4.801793981,49700.0,42000.0,2015,1379479,V8,Sell It Yourself,MI,Gasoline,Black,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Rare Sellers,True,Other Sources,False
109.5681713,11424.0,32988.0,2017,1380441,3.6L V6,HomeNet Automotive,MN,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
404.8978125,10661.0,36800.0,2018,1381104,3.6L V6,Inventory Command Center,OK,Gasoline,Other,beige,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
39.489375,15820.0,32550.0,2018,1385030,3.6L V6 24V MPFI DOHC,Jeep Certified Program,IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
46.29844907,29854.0,34313.0,2018,1386038,5.7L V8,Jeep Certified Program,MO,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
29.0703588,22400.0,28952.0,2017,1386310,3.6L,Inventory Command Center,FL,Gasoline,Silver,beige,Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,True
5.648553241,44862.0,24671.0,2015,1386715,3.6L V6,HomeNet Automotive,OH,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
11.67826389,33761.0,34995.0,2017,1394577,3.6L V6,Jeep Certified Program,PA,Gasoline,Black,black,Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
19.76827546,18401.0,28995.0,2016,1394696,3.6L V6,Inventory Command Center,MI,Gasoline,Blue,other,8-Speed Automatic,Good Deal,unknown,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
0.47724537,30170.0,30995.0,2017,1395997,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
31.97645833,23888.0,27500.0,2015,1396009,unknown,Jeep Certified Program,IA,Gasoline,Other,unknown,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,Medium-Frequency Sources,True
48.53203704,38041.0,37988.0,2018,1401050,5.7L V8,HomeNet Automotive,MN,Gasoline,Red,other,8-Speed Automatic,Fair Price,4WD,Trailhawk,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
10.70818287,30052.0,28380.0,2015,1401146,3.6L V6,HomeNet Automotive,GA,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
5.72974537,15541.0,31540.0,2016,1403895,3.6L V6,HomeNet Automotive,NC,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
24.48805556,4088.0,36995.0,2018,1404214,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
4.781956019,16552.0,36998.0,2018,1407499,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),NV,Gasoline,Silver,black,8-Speed Automatic,Great Deal,FWD,Premium Luxury,Cadillac,XT5,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
3.922592593,35180.0,36113.0,2018,1411083,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MO,Gasoline,Other,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
65.84576389,16527.0,31000.0,2017,1412263,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
40.63953704,13958.0,38880.0,2018,1414895,3.6L V6,HomeNet Automotive,OH,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
41.96197917,20876.0,33462.0,2018,1415656,3.6L V6 24V MPFI DOHC,Jeep Certified Program,TN,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
201.7439699,33387.0,36590.0,2017,1418651,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,White,unknown,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
1.977025463,25986.0,26600.0,2015,1420725,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Gray,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
4.954837963,17557.0,31495.0,2018,1421038,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),PA,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
586.9970486,36949.0,25988.0,2015,1421054,3.6L V6,Inventory Command Center,MD,Gasoline,White,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
